Source,Target,Weight
@realdonaldtrump,@repleezeldin,1
@realdonaldtrump,@mattgaetz,1
@realdonaldtrump,@congressmanhice,1
@realdonaldtrump,@repandybiggsaz,1
@realdonaldtrump,@replouiegohmert,2
@realdonaldtrump,@repscottperry,1
@realdonaldtrump,@dailycaller,1
@realdonaldtrump,@nd,1
@realdonaldtrump,@mikel_jollett,1
@realdonaldtrump,@corybooker,5
@realdonaldtrump,@saracarterdc,1
@realdonaldtrump,@nytimes,2
@realdonaldtrump,@chuckgrassley,1
@realdonaldtrump,@bigmia,1
@realdonaldtrump,@chiefnuke,1
@realdonaldtrump,@colinkaepernick,1
@realdonaldtrump,@donlemon_cnn,1
@realdonaldtrump,@11thhour,1
@realdonaldtrump,@espn,1
@realdonaldtrump,@torontostar,1
@realdonaldtrump,@foxfriendsfirst,1
@realdonaldtrump,@lauraingle,1
@realdonaldtrump,@washingtonpost,1
@realdonaldtrump,@nginethemba27,1
@realdonaldtrump,@trisresists,7
@realdonaldtrump,@theswprincess,15
@realdonaldtrump,@1jedi_rey,15
@realdonaldtrump,@natcookresists,12
@realdonaldtrump,@listentoezra,14
@realdonaldtrump,@gbmnyc,16
@realdonaldtrump,@nflcommish,17
@realdonaldtrump,@nflpa,17
@realdonaldtrump,@havok_2o18,15
@realdonaldtrump,@malcolmjenkins,16
@realdonaldtrump,@kstills,16
@realdonaldtrump,@mosesbread72,16
@realdonaldtrump,@kingjames,16
@realdonaldtrump,@matthewwolfff,13
@realdonaldtrump,@jynerso_2017,13
@realdonaldtrump,@deadpoolresists,12
@realdonaldtrump,@debbiesideris,13
@realdonaldtrump,@trinityresists,12
@realdonaldtrump,@sabineresists,12
@realdonaldtrump,@minervasbard,12
@realdonaldtrump,@rebelscumpixie,12
@realdonaldtrump,@jedimasterdre,12
@realdonaldtrump,@b52malmet,10
@realdonaldtrump,@lady_star_gem,12
@realdonaldtrump,@jeffbfish,12
@realdonaldtrump,@jainaresists,12
@realdonaldtrump,@knot4sharing,12
@realdonaldtrump,@dangerusswilson,11
@realdonaldtrump,@earl_thomas,11
@realdonaldtrump,@tdlockett12,11
@realdonaldtrump,@topropetravis,8
@realdonaldtrump,@brandontxneely,8
@realdonaldtrump,@realtomsongs,8
@realdonaldtrump,@batmanresist,8
@realdonaldtrump,@nateboyer37,8
@realdonaldtrump,@captainslog2o18,8
@realdonaldtrump,@slythseeker,1
@realdonaldtrump,@naretevduorp,1
@realdonaldtrump,@augustus709,1
@realdonaldtrump,@meg_y12,1
@realdonaldtrump,@kidcasteel,1
@realdonaldtrump,@ybbkaren,1
@realdonaldtrump,@ladyhawkerfinds,1
@realdonaldtrump,@xrsize58,1
@realdonaldtrump,@chicagobears,4
@realdonaldtrump,@maninthehoody,4
